"","job","marital","education","balance","housing","loan","month","campaign","pdays","previous","poutcome","y"
"2430","student","single","secondary",203,"no","no","nov",1,196,1,"failure","no"
"2431","technician","married","secondary",1818,"no","yes","nov",2,111,4,"failure","no"
"2432","unemployed","married","secondary",1289,"no","no","jul",4,415,2,"failure","yes"
"2433","technician","divorced","tertiary",39,"no","no","aug",5,-1,0,"nonexistent","no"
"2434","retired","married","primary",796,"no","no","oct",1,182,2,"failure","yes"
"2435","admin.","single","secondary",57,"no","yes","jul",2,-1,0,"nonexistent","no"
"2436","management","married","tertiary",1548,"yes","no","apr",3,-1,0,"nonexistent","no"
"2437","technician","married","secondary",117,"no","no","aug",2,88,4,"nonexistent","yes"
"2438","admin.","single","secondary",0,"yes","no","apr",2,-1,0,"nonexistent","no"
"2439","management","married","tertiary",691,"yes","yes","apr",1,255,1,"failure","no"
"2440","blue-collar","married","secondary",64,"yes","no","may",3,-1,0,"nonexistent","no"
"2441","technician","divorced","tertiary",0,"yes","no","jun",3,-1,0,"nonexistent","no"
"2442","admin.","married","secondary",957,"yes","no","may",1,-1,0,"nonexistent","no"
"2443","technician","married","secondary",118,"yes","no","may",2,-1,0,"nonexistent","no"
"2444","technician","single","tertiary",218,"yes","no","apr",1,-1,0,"nonexistent","no"
"2445","management","married","secondary",724,"yes","no","jul",2,415,1,"failure","yes"
"2446","housemaid","married","tertiary",20,"yes","yes","jul",3,-1,0,"nonexistent","no"
"2447","blue-collar","married","secondary",-28,"yes","no","may",2,371,1,"failure","no"
"2448","blue-collar","married","primary",665,"no","no","jan",4,235,2,"failure","no"
"2449","student","single","tertiary",5,"no","no","sep",1,-1,0,"nonexistent","no"
"2450","management","married","tertiary",925,"no","no","dec",3,189,4,"success","yes"
"2451","blue-collar","married","primary",2519,"yes","no","may",4,-1,0,"nonexistent","no"
"2452","admin.","married","secondary",3927,"no","no","oct",1,-1,0,"nonexistent","no"
"2453","management","divorced","tertiary",401,"yes","no","jul",9,-1,0,"nonexistent","no"
"2454","management","married","tertiary",581,"yes","yes","jul",2,-1,0,"nonexistent","no"
"2455","technician","married","tertiary",1327,"no","no","oct",2,-1,0,"nonexistent","no"
"2456","unemployed","married","secondary",3242,"no","no","jun",2,-1,0,"nonexistent","no"
"2457","technician","married","primary",3163,"yes","no","may",2,-1,0,"nonexistent","no"
"2458","unemployed","divorced","secondary",32,"no","no","aug",2,-1,0,"nonexistent","no"
"2459","admin.","married","secondary",310,"yes","yes","aug",6,-1,0,"nonexistent","no"
"2460","housemaid","married","primary",0,"no","no","feb",1,-1,0,"nonexistent","no"
"2461","blue-collar","single","primary",155,"yes","no","jan",1,244,4,"failure","no"
"2462","services","single","secondary",11386,"yes","no","nov",1,-1,0,"nonexistent","no"
"2463","services","married","tertiary",1380,"yes","no","may",2,-1,0,"nonexistent","no"
"2465","technician","single","tertiary",1129,"yes","no","may",1,-1,0,"nonexistent","yes"
"2466","unemployed","single","primary",4232,"no","no","jun",1,-1,0,"nonexistent","no"
"2467","self-employed","married","secondary",5564,"no","no","nov",2,-1,0,"nonexistent","no"
"2468","services","single","secondary",-402,"yes","no","apr",1,-1,0,"nonexistent","no"
"2469","admin.","single","secondary",1323,"yes","no","jun",1,-1,0,"nonexistent","no"
"2470","retired","married","primary",1623,"yes","yes","jul",1,-1,0,"nonexistent","no"
"2471","technician","married","tertiary",1042,"yes","no","feb",2,-1,0,"nonexistent","no"
"2472","student","single","secondary",2488,"no","no","nov",2,38,10,"nonexistent","yes"
"2473","admin.","married","secondary",865,"yes","no","nov",1,-1,0,"nonexistent","no"
"2474","technician","married","tertiary",-1053,"yes","no","jul",3,-1,0,"nonexistent","no"
"2475","management","married","tertiary",1667,"yes","no","nov",2,179,3,"failure","no"
"2476","admin.","divorced","secondary",975,"yes","no","may",4,-1,0,"nonexistent","no"
"2477","technician","married","secondary",2571,"no","no","jun",2,-1,0,"nonexistent","no"
"2479","admin.","divorced","secondary",769,"no","no","jul",2,363,4,"failure","no"
"2480","technician","married","secondary",-136,"yes","yes","aug",2,-1,0,"nonexistent","no"
"2481","admin.","divorced","secondary",3636,"no","yes","nov",2,-1,0,"nonexistent","yes"
"2482","management","married","tertiary",931,"no","no","jul",1,-1,0,"nonexistent","no"
"2483","housemaid","married","secondary",565,"no","no","sep",3,-1,0,"nonexistent","no"
"2484","blue-collar","married","secondary",271,"yes","no","may",2,-1,0,"nonexistent","no"
"2485","self-employed","single","tertiary",1153,"no","no","may",3,-1,0,"nonexistent","no"
"2486","management","married","tertiary",-73,"yes","no","jul",1,-1,0,"nonexistent","no"
"2489","technician","married","secondary",700,"yes","no","may",2,-1,0,"nonexistent","no"
"2490","retired","married","primary",-966,"no","yes","may",1,-1,0,"nonexistent","no"
"2491","admin.","married","secondary",96,"no","no","aug",2,-1,0,"nonexistent","no"
"2492","retired","married","primary",4007,"no","no","nov",4,-1,0,"nonexistent","no"
"2493","management","single","tertiary",567,"yes","no","may",8,-1,0,"nonexistent","no"
"2494","technician","single","secondary",40,"no","no","aug",2,-1,0,"nonexistent","no"
"2495","admin.","divorced","secondary",136,"no","yes","jul",1,-1,0,"nonexistent","no"
"2496","self-employed","single","tertiary",917,"yes","no","may",1,-1,0,"nonexistent","no"
"2497","management","single","tertiary",593,"yes","no","jan",3,-1,0,"nonexistent","no"
"2498","blue-collar","married","primary",505,"yes","no","may",2,-1,0,"nonexistent","no"
"2499","blue-collar","married","secondary",2542,"yes","no","may",1,-1,0,"nonexistent","no"
"2500","management","married","tertiary",5355,"no","no","feb",4,-1,0,"nonexistent","yes"
"2501","student","single","tertiary",807,"no","no","feb",2,-1,0,"nonexistent","no"
"2502","retired","married","secondary",9976,"yes","no","may",2,-1,0,"nonexistent","no"
"2503","admin.","married","secondary",0,"no","no","jan",3,-1,0,"nonexistent","no"
"2504","management","married","tertiary",540,"no","no","nov",2,-1,0,"nonexistent","no"
"2505","blue-collar","married","secondary",280,"yes","yes","jul",50,-1,0,"nonexistent","no"
"2506","management","divorced","tertiary",-59,"no","yes","jul",6,-1,0,"nonexistent","no"
"2507","admin.","married","secondary",-517,"yes","no","jul",3,-1,0,"nonexistent","no"
"2508","unemployed","single","secondary",2613,"yes","no","jul",6,-1,0,"nonexistent","no"
"2510","blue-collar","married","primary",0,"yes","no","may",3,-1,0,"nonexistent","no"
"2511","retired","divorced","secondary",-200,"no","yes","jun",1,-1,0,"nonexistent","no"
"2512","retired","married","primary",2301,"no","no","apr",1,-1,0,"nonexistent","no"
"2513","housemaid","married","primary",104,"no","yes","jun",1,-1,0,"nonexistent","yes"
"2514","blue-collar","married","primary",191,"yes","no","may",2,-1,0,"nonexistent","no"
"2516","admin.","married","secondary",212,"yes","no","jul",3,-1,0,"nonexistent","no"
"2517","management","married","tertiary",1882,"yes","no","aug",5,-1,0,"nonexistent","no"
"2519","technician","single","secondary",175,"no","no","aug",4,-1,0,"nonexistent","no"
"2520","technician","single","tertiary",0,"no","no","aug",4,-1,0,"nonexistent","no"
"2521","management","divorced","tertiary",4425,"yes","no","may",1,-1,0,"nonexistent","no"
"2522","unemployed","married","secondary",3533,"yes","no","aug",2,-1,0,"nonexistent","no"
"2523","blue-collar","divorced","secondary",3573,"no","no","may",1,-1,0,"nonexistent","no"
"2524","management","divorced","tertiary",476,"yes","yes","may",2,-1,0,"nonexistent","no"
"2525","blue-collar","married","secondary",1257,"yes","no","apr",3,329,7,"failure","no"
"2527","management","single","tertiary",0,"yes","no","apr",2,-1,0,"nonexistent","no"
"2528","services","single","secondary",398,"yes","yes","jun",2,-1,0,"nonexistent","no"
"2529","blue-collar","married","secondary",745,"yes","no","may",4,-1,0,"nonexistent","no"
"2530","management","single","tertiary",8106,"no","no","nov",1,111,3,"failure","no"
"2531","management","single","tertiary",0,"no","no","aug",4,-1,0,"nonexistent","no"
"2533","unemployed","divorced","secondary",1266,"yes","no","feb",1,-1,0,"nonexistent","no"
"2534","management","married","tertiary",2416,"no","no","aug",2,-1,0,"nonexistent","no"
"2535","housemaid","married","primary",25,"no","no","aug",5,-1,0,"nonexistent","no"
"2536","student","single","tertiary",7513,"no","no","aug",2,-1,0,"nonexistent","no"
"2537","entrepreneur","divorced","primary",29,"no","no","jan",2,227,1,"failure","no"
"2538","blue-collar","married","primary",5116,"yes","no","jul",3,-1,0,"nonexistent","no"
"2539","management","married","secondary",-1746,"yes","no","jun",1,-1,0,"nonexistent","no"
"2540","technician","divorced","secondary",14,"no","no","nov",1,92,1,"success","yes"
"2541","management","married","tertiary",4148,"yes","no","nov",3,99,9,"nonexistent","yes"
"2543","admin.","single","secondary",105,"yes","no","nov",1,-1,0,"nonexistent","no"
"2544","management","married","tertiary",767,"no","yes","feb",1,-1,0,"nonexistent","no"
"2545","admin.","divorced","primary",0,"no","yes","jul",1,-1,0,"nonexistent","no"
"2546","management","single","secondary",-228,"yes","yes","may",2,-1,0,"nonexistent","no"
"2547","services","married","secondary",508,"yes","no","may",1,-1,0,"nonexistent","no"
"2548","management","married","secondary",725,"yes","no","jul",1,-1,0,"nonexistent","no"
"2550","management","single","tertiary",184,"no","no","jul",4,-1,0,"nonexistent","no"
"2551","management","married","tertiary",251,"no","yes","jun",3,-1,0,"nonexistent","no"
"2552","management","divorced","secondary",-17,"no","no","nov",4,-1,0,"nonexistent","no"
"2553","services","married","secondary",-19,"yes","no","jun",10,-1,0,"nonexistent","no"
"2554","management","married","tertiary",1064,"yes","no","may",1,-1,0,"nonexistent","yes"
"2555","blue-collar","married","secondary",777,"yes","no","may",3,-1,0,"nonexistent","no"
"2556","unemployed","married","tertiary",377,"no","no","may",1,59,2,"failure","no"
"2557","admin.","divorced","secondary",479,"yes","no","may",1,350,5,"failure","yes"
"2558","technician","divorced","secondary",-375,"yes","no","may",5,-1,0,"nonexistent","no"
"2559","retired","married","primary",796,"no","no","apr",2,-1,0,"nonexistent","no"
"2560","technician","married","secondary",17,"yes","no","may",4,-1,0,"nonexistent","no"
"2561","blue-collar","married","secondary",1071,"yes","no","may",3,357,1,"failure","no"
"2562","admin.","married","secondary",0,"yes","no","apr",5,-1,0,"nonexistent","no"
"2563","admin.","divorced","secondary",7378,"no","no","nov",1,-1,0,"nonexistent","no"
"2564","admin.","married","secondary",865,"yes","no","apr",1,151,1,"failure","no"
"2565","technician","divorced","secondary",-701,"yes","yes","jul",1,-1,0,"nonexistent","no"
"2568","blue-collar","married","secondary",0,"yes","yes","may",3,-1,0,"nonexistent","no"
"2569","retired","married","secondary",2917,"no","no","oct",1,-1,0,"nonexistent","yes"
"2570","technician","married","secondary",4541,"yes","no","may",6,-1,0,"nonexistent","no"
"2571","technician","married","secondary",0,"no","no","may",1,-1,0,"nonexistent","no"
"2572","blue-collar","married","secondary",4287,"no","no","apr",1,-1,0,"nonexistent","no"
"2573","admin.","married","secondary",242,"yes","no","jul",12,-1,0,"nonexistent","no"
"2574","blue-collar","married","secondary",171,"yes","yes","may",1,-1,0,"nonexistent","no"
"2575","services","single","secondary",259,"yes","no","may",10,-1,0,"nonexistent","no"
"2576","blue-collar","married","secondary",827,"yes","no","may",5,-1,0,"nonexistent","no"
"2577","services","single","secondary",469,"no","yes","feb",1,-1,0,"nonexistent","no"
"2578","blue-collar","married","primary",2226,"yes","no","may",1,-1,0,"nonexistent","no"
"2579","technician","married","secondary",0,"no","no","aug",12,-1,0,"nonexistent","no"
"2580","management","married","tertiary",477,"yes","no","may",6,-1,0,"nonexistent","no"
"2581","services","married","secondary",42,"yes","no","may",4,-1,0,"nonexistent","no"
"2582","management","single","tertiary",775,"yes","no","jun",2,-1,0,"nonexistent","no"
"2583","blue-collar","married","secondary",9,"yes","no","apr",2,-1,0,"nonexistent","no"
"2584","technician","married","tertiary",2557,"no","no","jan",5,204,2,"success","yes"
"2585","management","married","tertiary",2395,"no","no","apr",1,-1,0,"nonexistent","no"
"2586","management","married","primary",4895,"no","no","jun",1,-1,0,"nonexistent","no"
"2587","blue-collar","single","secondary",376,"yes","yes","may",3,-1,0,"nonexistent","no"
"2588","management","married","tertiary",389,"yes","no","may",1,-1,0,"nonexistent","no"
"2589","management","divorced","tertiary",134,"no","no","aug",2,-1,0,"nonexistent","no"
"2590","entrepreneur","divorced","tertiary",1273,"yes","yes","jun",3,-1,0,"nonexistent","no"
"2591","services","married","secondary",0,"yes","no","may",3,-1,0,"nonexistent","no"
"2592","management","married","tertiary",2892,"yes","yes","jul",7,-1,0,"nonexistent","no"
"2593","technician","divorced","secondary",0,"yes","no","may",2,-1,0,"nonexistent","no"
"2594","management","single","secondary",295,"yes","no","may",6,-1,0,"nonexistent","no"
"2595","admin.","married","secondary",292,"yes","yes","jul",6,-1,0,"nonexistent","no"
"2596","services","single","secondary",85,"no","no","jul",1,-1,0,"nonexistent","no"
"2597","technician","married","secondary",4,"no","no","feb",2,260,4,"failure","no"
"2598","blue-collar","divorced","primary",-587,"yes","no","may",1,-1,0,"nonexistent","no"
"2599","blue-collar","single","primary",367,"no","no","feb",1,221,1,"failure","no"
"2600","management","married","tertiary",-1224,"yes","no","may",4,-1,0,"nonexistent","no"
"2601","management","divorced","tertiary",959,"no","no","jun",1,-1,0,"nonexistent","no"
"2602","management","married","tertiary",0,"no","no","aug",2,-1,0,"nonexistent","no"
"2603","blue-collar","married","primary",-589,"yes","no","jun",1,-1,0,"nonexistent","no"
"2604","management","single","tertiary",-8,"no","no","aug",2,-1,0,"nonexistent","no"
"2606","management","married","primary",247,"yes","yes","may",1,-1,0,"nonexistent","no"
"2608","blue-collar","married","primary",642,"no","yes","jul",1,-1,0,"nonexistent","no"
"2609","retired","married","secondary",11,"no","no","aug",1,-1,0,"nonexistent","no"
"2610","management","married","primary",-226,"yes","no","jun",1,-1,0,"nonexistent","no"
"2611","entrepreneur","married","tertiary",5191,"no","no","nov",2,-1,0,"nonexistent","no"
"2612","blue-collar","single","secondary",-320,"no","no","may",2,-1,0,"nonexistent","no"
"2613","entrepreneur","married","tertiary",2289,"yes","yes","nov",1,-1,0,"nonexistent","no"
"2614","admin.","married","secondary",725,"yes","no","feb",3,99,8,"failure","no"
"2615","technician","single","tertiary",705,"yes","no","apr",4,-1,0,"nonexistent","no"
"2616","blue-collar","married","secondary",776,"yes","no","feb",4,253,1,"failure","no"
"2617","unemployed","married","tertiary",816,"yes","no","nov",7,-1,0,"nonexistent","no"
"2618","services","married","secondary",171,"no","no","jul",9,-1,0,"nonexistent","no"
